epoch,time_epoch_s,d_loss_mean,g_loss_mean,gp_mean,mmd,emd_mean,n_eval
1,0.10988163948059082,-0.05838559412707885,-0.8391159772872925,0.014269161658982435,0.0,0.02531735056830096,109
2,0.09607720375061035,-0.058645165959994,-0.8380244771639506,0.018570723943412304,0.0,0.03881051046981168,109
3,0.12381625175476074,-0.0723113422592481,-0.8469305435816447,0.01440936631212632,0.0,0.03702137220144367,109
4,0.10269927978515625,-0.059480041017134985,-0.8523562550544739,0.018560984171926975,0.0,0.03286264686117263,109
5,0.12144184112548828,-0.061107071364919344,-0.842285692691803,0.01451933030039072,0.0,0.03791276317654487,109
6,0.11077713966369629,-0.06728197957078616,-0.825610359509786,0.016463913954794407,0.0,0.03997706339455022,109
7,0.10860753059387207,-0.07259792561332384,-0.8365298509597778,0.010054571647197008,0.0,0.04141264369670161,109
8,0.10229182243347168,-0.0684468388557434,-0.8499613801638285,0.018784864929815133,0.0,0.02624850110545747,109
9,0.09487438201904297,-0.06679180605957906,-0.8664695620536804,0.016219904211660228,0.0,0.03342746917402408,109
10,0.09936165809631348,-0.06683898270130158,-0.8742956519126892,0.013639522530138493,0.0,0.027197864607353767,109
11,0.10394835472106934,-0.06841635207335155,-0.8484453360239664,0.015953414825101694,0.0,0.03200872953223513,109
12,0.1050410270690918,-0.06897624880075455,-0.8813590208689371,0.013742020322630803,0.027409500579308244,0.06572331358400892,109
13,0.10842299461364746,-0.06192967519164085,-0.8480529387791952,0.016536759895582995,0.0,0.02445471925552325,109
14,0.13068747520446777,-0.06158556025475263,-0.8381978273391724,0.017053169136246046,0.0,0.03168637331075968,109
15,0.10084223747253418,-0.06741060279309749,-0.8431635697682699,0.013589938854177792,0.0007936912543629049,0.046144762941942655,109
16,0.11208820343017578,-0.06323303679625193,-0.8522657752037048,0.016121727166076502,0.0,0.05190318106335389,109
17,0.0898582935333252,-0.06685347755750021,-0.8260829250017802,0.017656133510172367,0.0,0.04909060956615892,109
18,0.09714555740356445,-0.05657399967312813,-0.8465330004692078,0.01752518347154061,0.0,0.027128203808632973,109
19,0.10324740409851074,-0.07088402261336645,-0.8502153952916464,0.019580351188778877,0.0,0.048491026796281284,109
20,0.10209178924560547,-0.05872539865473906,-0.8604806264241537,0.016456399795909724,0.0,0.02951258435150503,109
21,0.08999276161193848,-0.07219028833011785,-0.8664009968439738,0.014179812371730804,0.0,0.043178850293707625,109
