epoch,time_epoch_s,d_loss_mean,g_loss_mean,gp_mean,mmd,emd_mean,n_eval
1,0.12874650955200195,-0.08857865581909816,-1.2607767184575398,0.026942911371588708,0.0,0.04861000252461283,109
2,0.12427306175231934,-0.08871157219012578,-1.2912540435791016,0.02841808001200358,0.0,0.036206398385808414,109
3,0.1527116298675537,-0.09217982913057009,-1.3030282656351726,0.028521015619238217,0.0,0.04960369164850333,109
4,0.1795814037322998,-0.0908832716445128,-1.288821776707967,0.028481346865495045,0.0,0.04087250399019455,109
5,0.1449437141418457,-0.09565497363607088,-1.2667034069697063,0.03270783983170986,0.0,0.03735022212960101,109
6,0.1472184658050537,-0.10617995013793309,-1.2865160306294758,0.028190846368670464,0.02272977797063369,0.06381604996091712,109
7,0.13337922096252441,-0.09376858944694201,-1.2816739082336426,0.031152485807736715,0.0,0.033264279089532174,109
8,0.1717071533203125,-0.10274716913700103,-1.2478302319844563,0.022865114795664946,0.0,0.03503337964790509,109
9,0.15587925910949707,-0.10102820520599683,-1.2533292373021443,0.02877281482021014,0.0,0.03297326300674194,109
10,0.11889314651489258,-0.0852607915798823,-1.252403696378072,0.03105493908127149,0.0,0.04408006502778413,109
11,0.13662266731262207,-0.09347128371397655,-1.2633987665176392,0.03508765492588282,0.035159380528477335,0.09451786130341398,109
12,0.12353229522705078,-0.09605273654063542,-1.2905630668004353,0.02807270400226116,0.0,0.054367356175264475,109
13,0.11965513229370117,-0.10001169567306836,-1.3031899531682332,0.02622636444866657,0.0,0.03471858173963582,109
14,0.14399075508117676,-0.10636514946818351,-1.297639012336731,0.029045279572407403,0.0,0.04371410297223732,109
15,0.14120888710021973,-0.08161362099150817,-1.2870717446009319,0.030506085728605588,0.013268323236420798,0.049831230050885245,109
16,0.12569737434387207,-0.09371638769904772,-1.2980448007583618,0.02684837436924378,0.0,0.045625316004342276,109
17,0.13541650772094727,-0.1013502890865008,-1.2806586027145386,0.026639226265251635,0.0,0.04465932247360386,109
18,0.16310715675354004,-0.09141272728641828,-1.2801326513290405,0.0256478867183129,0.0,0.046679458438089946,109
19,0.14703106880187988,-0.10361123954256375,-1.3080297311147053,0.026869750022888182,0.0,0.04218393638879393,109
20,0.14687681198120117,-0.09118088906009993,-1.2944221496582031,0.02795014437288046,0.00605907765885938,0.05523061534120887,109
21,0.13985848426818848,-0.10560729950666428,-1.2789466778437297,0.03350045302261909,0.0,0.03964718162221038,109
22,0.11375737190246582,-0.11016761809587479,-1.287327766418457,0.03058488791187604,0.007096837193689254,0.051821848128202064,109
23,0.12381768226623535,-0.10496924122174581,-1.2889732122421265,0.034813704714179036,0.0,0.03925211219758632,109
24,0.11882829666137695,-0.08667984902858734,-1.2473647594451904,0.027411126593748728,0.0,0.03394040850282872,109
25,0.11631107330322266,-0.10262102087338766,-1.2933779160181682,0.029907666022578876,0.0,0.037333689969726386,109
26,0.12405037879943848,-0.10826539620757103,-1.2643665075302124,0.02857010712226232,0.0,0.05364180527639374,109
27,0.1166079044342041,-0.10012544890244802,-1.2706310351689656,0.02781243175268173,0.0,0.04646340414592446,109
28,0.13216447830200195,-0.10222097088893255,-1.2851216395696003,0.026810472334424653,0.0,0.047729763413284255,109
29,0.12339377403259277,-0.09379836122194926,-1.2897133032480876,0.027740452686945596,0.023849507363666866,0.05890092804539693,109
30,0.11796903610229492,-0.1014007327457269,-1.2745517094930012,0.03077752689520518,0.0,0.05228405355666247,109
31,0.1369624137878418,-0.10599979807933171,-1.2730622291564941,0.030212645481030146,0.0,0.041338751633957366,109
32,0.15650272369384766,-0.10246170982718468,-1.2513877153396606,0.02976861180116733,0.0,0.03761297740701795,109
33,0.15423178672790527,-0.09952596922715505,-1.2718588908513386,0.036232708891232805,0.0,0.05010885514058164,109
34,0.12476849555969238,-0.0961398147046566,-1.2522249221801758,0.029591550181309382,0.0,0.03616087127772675,109
35,0.12082219123840332,-0.10346733952562014,-1.2696725924809773,0.027682199080785116,0.0,0.0423172435515709,109
36,0.13157415390014648,-0.11413693030675252,-1.310605565706889,0.026703264750540256,0.017801160281956108,0.061950925901326497,109
37,0.11582326889038086,-0.09865427240729333,-1.3070199886957805,0.02945817882815997,0.0,0.035327928148195506,109
38,0.11994194984436035,-0.08881631841262182,-1.325818618138631,0.02675863727927208,0.0,0.03145483910006497,109
39,0.11639070510864258,-0.09148287748297056,-1.3237508138020833,0.030260785669088363,0.0,0.04038850902849283,109
40,0.1208031177520752,-0.09411010841528575,-1.2992801666259766,0.02961640345553557,0.0,0.03282732582513836,109
41,0.12210249900817871,-0.10231455142299334,-1.278014063835144,0.028684196000297865,0.0,0.046942064826748134,109
42,0.12636709213256836,-0.09172180915872256,-1.311078389485677,0.02498921938240528,0.0,0.04489862981909269,109
43,0.12461376190185547,-0.11402897536754608,-1.313899278640747,0.02620841090877851,0.0,0.04715006826461301,109
44,0.13349485397338867,-0.09066150784492492,-1.2835225661595662,0.02881321292370558,0.0,0.04480748869778878,109
