226Ra,232Th,40K,Raeq,Theq,Keq,IA,IB,IG
0.01678444196783903,0.45438568127026396,0.6031268084454369,0.2914917526024902,0.2914917526024902,0.2914917526024902,0.01340265354225318,0.2914917526024902,0.30642726936778714
-0.07902710552284574,0.3069014396129693,-0.15931394236188406,0.09275185677456868,0.09275185677456868,0.1860663114624821,-0.02687078819364812,0.07797103294116085,0.09275185677456868
-0.10100254231451292,0.39680155660164995,0.39105645822933094,0.2347684352850265,0.2347684352850265,0.244467704020861,-0.03138631663852635,0.20874291979974302,0.2347684352850265
0.10735071227542542,0.30516150636035866,-0.08887471163491811,0.14116734077001195,0.13538682141508843,0.20874291979974302,0.06837225168386077,0.13538682141508648,0.13538682141508657
0.14756544526115584,0.45492579681731443,0.47651597074845425,0.3234791920069946,0.3234791920069946,0.3234791920069946,0.12417557793918706,0.3234791920069946,0.3234791920069946
0.03585028826397524,0.41723774540896613,0.5764463619410611,0.2781322754832458,0.2781322754832458,0.2781322754832458,0.02687078817482984,0.2781322754832458,0.2781322754832458
0.04496109872605243,0.3923674419547105,0.3576855820088405,0.2548320180755808,0.2548320180755807,0.25483201807558087,0.03138631661970804,0.2548320180755805,0.2548320180755807
0.13880291499192404,0.46388334424696315,0.5648712306926338,0.34353521632658485,0.34353521632658485,0.34353521632658485,0.09275185677456874,0.34353521632658485,0.34353521632658485
-0.19893897712412656,0.4509871423631242,0.3985358014330122,0.26599429351645143,0.26599429351645143,0.2659942935164513,-0.10291365133134125,0.2659942935164513,0.26599429351645143
-0.00037067822111690185,0.3708048382929053,0.2123639872424978,0.20087343401358002,0.20087343401358002,0.22563207451492326,0.004464338926731787,0.17906190844290285,0.19332662378355464
-0.8905863356283177,-0.2670125120491795,0.6374728618297784,-0.254832018094399,-0.254832018094399,-0.254832018094399,-0.45295847251755417,-0.24446770403967927,-0.193326623802373
-0.4592065475740978,0.15635688251674176,0.4268745149607058,0.008931084774437393,0.008931084774437393,0.07797103294115108,-0.1722872971204872,-0.01340265356107146,-9.409140133698202e-12
-0.48686252114745066,0.19768960994371831,0.4479660326698529,0.01788147952199062,0.01788147952199062,0.11337132633344288,-0.17906190846172113,0.017881479521990568,0.01788147952199062
-1.0,-0.2606689168197035,0.6228472561259605,-0.2659942935352696,-0.2659942935352696,-0.2659942935352696,-1.0,-0.25483201809439887,-0.22563207453374093
-0.5045612233659418,0.11603864447984218,0.4437901051729143,-0.02687078819364812,-0.02237002467411014,0.02687078817482984,-0.2008734340323983,-0.02237002467411014,-0.022370024674109982
-0.5942705660778987,0.030082616124764247,-0.5223278653702825,-0.2781322755020641,-0.2781322755020641,-0.2781322755020641,-0.3064272693866055,-0.3064272693866055,-0.3064272693866055
