226Ra,IA,232Th,Raeq,Theq,Keq,IG,IB,40K
-0.04542573948554532,-0.5951590602019979,0.08284272609716396,-0.04964927173242376,-0.04964927173242376,-0.03591921435063098,-0.05427925050547376,-0.06363744737005808,-0.5195017270183607
-0.29613395185230423,-0.7613016619031638,0.05894090406132502,-0.06363744737005808,-0.06363744737005808,-0.05427925050547407,-0.04504789124386139,-0.06837225170267908,-0.15013491199974405
-0.3041292046558786,-0.7656700787470976,-9.409140133698202e-12,-9.409140133698202e-12,0.00446433892673168,0.06363744735124059,0.008931084774437393,0.00446433892673168,0.8623972671744622
0.4116808452397206,-0.10660845520449586,-0.06363744737005811,0.0636374473512398,0.0636374473512398,0.15934042276771046,0.06837225168386077,0.09275185677456863,0.6873966697282672
0.26992207448007766,-0.28840936635551007,-0.2008734340323983,-0.058940904080143214,-0.054279250505474094,-0.04964927173242376,-0.04047215456808496,-0.04504789124386139,0.030956177073882873
0.20194400584857092,-0.36528673796477007,0.07314886476760303,0.031386316619708095,0.031386316619708095,0.13538682141508657,0.03138631661970831,0.0359192143318127,0.1329347761229298
0.1699710743000836,-0.39927460840850576,-0.054279250505473796,0.00446433892673168,-9.409140133698202e-12,0.07314886476760303,-0.004464338945549799,0.008931084774437393,0.5140464512695258
0.4837021832202443,-0.0024518686700865655,0.20874291979974302,0.20874291979974302,0.20874291979974302,0.2347684352850265,0.18606631146248198,0.1860663114624827,-0.21088493730408853
0.07831574434932996,-0.48942769792081,-0.10810253343662078,-0.18606631148130026,-0.17906190846172113,-0.17906190846172113,-0.15934042278652874,-0.17228729712048715,-0.3492822777675231
0.5914209482147124,0.1690334092470055,0.2659942935164517,0.30642726936778714,0.30642726936778714,0.30642726936778714,0.2914917526024922,0.30642726936778714,-0.03733485357009403
0.2212360200628436,-0.3441257061505616,0.14707828864365574,0.0359192143318127,0.0359192143318127,0.14116734077001195,0.022370024655291833,0.022370024655291833,-0.26271607756344584
-0.09303396483640752,-0.6313476581164426,-0.3064272693866055,-0.3064272693866055,-0.3064272693866055,-0.3064272693866055,-0.29149175262130816,-0.2781322755020641,-0.14120200397308846
0.31569331038414206,-0.23295785906200722,-0.11872661317972652,-0.01340265356107146,-0.01340265356107146,0.05894090406132502,-0.01340265356107146,-0.0089310847932557,0.2999761139079917
0.13632858228345596,-0.43360260991149047,-0.15934042278652874,-0.09275185679338686,-0.08776816576471083,-0.08284272611598203,-0.08284272611598201,-0.08284272611598197,0.08410616616366728
0.04876384980208737,-0.5162723225677807,-0.17228729712048715,-0.17906190846172113,-0.17228729712048715,-0.17228729712048715,-0.13538682143390485,-0.1470782886624741,-0.056106856531008775
-0.07276014667226363,-0.616221780860952,-0.17906190846172113,-0.14116734078883025,-0.13538682143390485,-0.1411673407888272,-0.11872661317972627,-0.11337132635226116,0.24223837621194466
0.0915617258416865,-0.4770478405644896,-0.20874291981856133,-0.08776816576471083,-0.08284272611598206,-0.07797103295996936,-0.07797103295996484,-0.07314886478642131,0.25213080885851413
-0.039787379357799135,-0.5906976307724416,-0.29149175262130816,-0.20874291981856133,-0.20874291981856133,-0.20874291981856133,-0.1470782886624741,-0.193326623802373,0.13063628347254252
-0.04206139043774207,-0.5924933491245814,-0.22563207453374093,-0.11337132635226116,-0.11337132635226116,-0.10810253343662078,-0.092751856793386,-0.10291365133134125,0.31876061159748303
0.05764966933016896,-0.5082995595223188,-0.3234791920258132,-0.24446770403967927,-0.23476843530384486,-0.24446770403967927,-0.2008734340323983,-0.21697834145089626,0.04141340839888619
0.06362137444467729,-0.502901261014217,-0.16571998000237378,-0.11872661317972652,-0.11872661317972652,-0.11337132635226116,-0.11337132635226116,-0.10810253343662078,0.042099526861239855
-0.11387818323311788,-0.6464632852231658,-0.45295847251755417,-0.29149175262130816,-0.29149175262130816,-0.29149175262130816,-0.2781322755020641,-0.2659942935352696,0.09529096351839872
0.1982177776077373,-0.36932304680738187,-0.18606631148130023,-0.22563207453374093,-0.22563207453374093,-0.22563207453374093,-0.24446770403967927,-0.23476843530384486,-0.5385142199163924
0.8241884425638589,0.6068633562436534,0.2347684352850265,0.3682211040486423,0.3682211040486423,0.3682211040486423,0.3682211040486423,0.3682211040486423,-0.004682466709987176
0.7823029712106315,0.5211430012384813,0.401081009423173,0.401081009423173,0.401081009423173,0.401081009423173,0.401081009423173,0.401081009423173,0.09659115422591125
