Condition,MMD_mean,MMD_std,MMD_iqr,Energy_mean,Energy_std,Frobenius_mean,Frobenius_std,MACE_mean,MACE_std,Spearman_mean,Spearman_std,MI_mean,MI_std
C1,0.06554121318325412,0.025515222870745684,0.03806409422970539,14.361413236376555,6.407196078304671,0.6546210386322119,0.31647607083133833,0.04821779248508383,0.023293642872509072,0.03361767176206447,0.011889534409728014,0.10154873104700925,0.051133067176206644
C2,0.05618396899645465,0.0187257778207916,0.0205770756522625,11.75226644368747,3.5769450087602905,0.6011693913614947,0.23561558894012277,0.04674930442247515,0.020636005334794764,0.02348941112902999,0.009702447191202328,0.12372376799445721,0.05189588352827599
C3,0.06272758484071733,0.017684490250620574,0.021600573922297833,14.171037496601391,7.241097509617364,0.5212813591222438,0.17368028394695847,0.03915092095114042,0.012651386093982423,0.0318432622267736,0.015232069091146378,0.09500796507634404,0.0284797617548186
C4,0.06645182089967651,0.011035435228809554,0.00842740378930433,12.913777758998615,4.130449179398743,0.8062303162453184,0.4802137058672664,0.06457215354159464,0.042731800695768346,0.04063969349956408,0.014601219157197178,0.09594856341409226,0.04679087592755703
