Condition,MMD_mean,MMD_std,MMD_iqr,Energy_mean,Energy_std,Frobenius_mean,Frobenius_std,MACE_mean,MACE_std,Spearman_mean,Spearman_std,MI_mean,MI_std
C1,0.06895002705490867,0.03190355778469808,0.02865087426815388,14.997810564371646,10.82035718869393,0.5733993878527998,0.1585057499409932,0.04525975236817144,0.015210362524590649,0.039384463006543975,0.017602395599440785,0.1018757239466431,0.061354424382261484
C2,0.0682019696412827,0.018542787230071255,0.024308664891020973,15.163129413464535,3.4778914807333794,0.6091926563322231,0.3065616104074643,0.04775495262152938,0.026825792501156364,0.032286325957412605,0.013690543452978664,0.10730496126340935,0.05295696463260252
C3,0.06952752949639672,0.02199822009831435,0.013951366534959278,17.854948109782363,8.860361224398401,0.5436754242536814,0.26651265729566076,0.043671618703344746,0.025085438633180697,0.03714220007599021,0.0260281455097656,0.08995992917604287,0.031495496738412156
C4,0.062324679187667785,0.011583350180478957,0.013215620017025212,11.437217748808248,3.236090353365327,0.7775280621715249,0.4493153726615143,0.0638185708762527,0.038596382926110305,0.03540909110112756,0.018075486734506416,0.10697606931066586,0.06013455606917066
