Condition,MMD_mean,MMD_std,MMD_iqr,Energy_mean,Energy_std,Frobenius_mean,Frobenius_std,MACE_mean,MACE_std,Spearman_mean,Spearman_std,MI_mean,MI_std
C1,0.07921912333708273,0.04289666878726503,0.0319622771996943,20.52250450949951,21.255810695347048,0.7155056026526755,0.4764770773648528,0.05662542098129597,0.04671295067323287,0.046022528833739994,0.04005706688086654,0.10150805331459534,0.05259397169536293
C2,0.0780688300465402,0.03304771055575442,0.027941049408080655,21.68754186783414,18.916009561705643,0.885631658089425,0.559661320959001,0.07326818601562649,0.056635588440979996,0.05476271338667319,0.06781635823807775,0.11837103255119004,0.058551984012884944
C3,0.0988246942786648,0.10172057870648327,0.04392981087715575,83.00204780112242,167.76491818699057,0.8510530372039121,0.8471505446381711,0.07050534854024473,0.0762623159101504,0.056347615846769186,0.07462862274462549,0.10327742013956495,0.030693170803492188
C4,0.07905210194068348,0.04191682172847587,0.027056094837253644,29.890075470052984,43.881234745061214,1.1311513286272932,1.0053820589637503,0.09938108965750717,0.09816241795599304,0.06123024123108915,0.06193463349694266,0.09839675715540057,0.055457698534475776
