epoch,time_epoch_s,d_loss_mean,g_loss_mean,gp_mean,mmd,emd_mean,n_eval
1,0.16241192817687988,-0.11725883136192958,-1.1202486356099446,0.030063212166229883,0.0,0.04899247863043535,109
2,0.14277219772338867,-0.09654459804296493,-1.0954042275746663,0.03585911722232898,0.0,0.037532712408126306,109
3,0.15860414505004883,-0.11499413301547369,-1.086181879043579,0.03551364255448183,0.0,0.03030431351068043,109
4,0.15348029136657715,-0.08933735191822052,-1.1179396311442058,0.03195581982533137,0.006703538936621456,0.049790528409807105,109
5,0.18933486938476562,-0.11153982256849607,-1.1103851000467937,0.03637832161039114,0.0,0.0428602970499994,109
6,0.13187599182128906,-0.11589373896519344,-1.1220566829045613,0.032915948207179704,0.0,0.03913099569479222,109
7,0.12860870361328125,-0.12365763957301776,-1.0972627798716228,0.03301913738250732,0.0,0.035530976860651195,109
8,0.12781500816345215,-0.10687190219759941,-1.098708192507426,0.030921416729688643,0.0,0.035494954970660623,109
9,0.13934779167175293,-0.11867586622635523,-1.0898816585540771,0.03391273096203804,0.0,0.04322871124699948,109
10,0.14596056938171387,-0.1073597734173139,-1.1276870568593342,0.0338379646341006,0.0,0.033866403448383195,109
11,0.12601327896118164,-0.11692879150311151,-1.1148076057434082,0.03450413507719834,0.0,0.044465632243350706,109
12,0.1216421127319336,-0.12410979171593985,-1.1102031866709392,0.03200502470135689,0.0,0.03911259283966308,109
13,0.1415846347808838,-0.11116583148638408,-1.0932934284210205,0.029968009268244108,0.0,0.04358956332806038,109
14,0.12695527076721191,-0.12738502522309622,-1.1018401384353638,0.03323649900654952,0.0,0.04053530649937512,109
15,0.13918471336364746,-0.10022593413790067,-1.1058703263600667,0.03191374037414789,0.0,0.04209684697191942,109
16,0.16581010818481445,-0.12296162421504657,-1.1178099711736043,0.030850617090861003,0.0,0.03536127876544289,109
17,0.1551830768585205,-0.12822892665863037,-1.109305779139201,0.02872224822640419,0.0,0.03462122961856287,109
18,0.13109254837036133,-0.10858259027202924,-1.1142643292744954,0.03262456245720387,0.0,0.03421431688979473,109
19,0.14409542083740234,-0.11703074648976326,-1.096081058184306,0.03424921234448751,0.0,0.03727699145205662,109
20,0.16473650932312012,-0.10144267852107684,-1.1243829329808552,0.03297827119628589,0.0005488996089919596,0.04682032368479642,109
21,0.15759062767028809,-0.1318198690811793,-1.136531154314677,0.03337926007807255,0.0,0.041807844449764674,109
22,0.15037178993225098,-0.11778114636739095,-1.1532715559005737,0.034028267860412596,0.0,0.03978048976503702,109
23,0.14033246040344238,-0.14004902963836988,-1.1256492932637532,0.0337834428374966,0.0,0.03800209979194717,109
24,0.14487862586975098,-0.10839666227499643,-1.1191126108169556,0.033443660475313663,0.001837128864214499,0.045461358629973664,109
25,0.14494562149047852,-0.11284321794907252,-1.1255470116933186,0.030946462725599606,0.004000752420491693,0.04157301921932471,109
26,0.14786958694458008,-0.12458196232716243,-1.1319122711817424,0.03832089391847451,0.0,0.03894747729938266,109
